Peptide,condition,0min_1,0min_2,0min_3,0min_4,12min_1,12min_2,12min_3,12min_4,18min_1,18min_2,18min_3,18min_4,24min_1,24min_2,24min_3,24min_4,30min_1,30min_2,30min_3,30min_4,36min_1,36min_2,36min_3,36min_4,42min_1,42min_2,42min_3,42min_4,48min_1,48min_2,48min_3,48min_4,54min_1,54min_2,54min_3,54min_4,60min_1,60min_2,60min_3,60min_4,6min_1,6min_2,6min_3,6min_4
Glyma.16G096600.1_S143_1,Control,24.02332337,25.14999201,24.01737824,23.57270528,24.13760567,24.25065802,23.84834717,23.93345448,24.40833096,25.05504494,23.87267289,24.087588,24.62959504,24.3237212,24.00040235,24.0171846,24.89360132,24.06426994,24.36197949,24.25848368,24.29525806,24.38471819,24.29027037,24.21679204,24.3226597,24.359552,23.97220321,24.43127183,24.45317969,25.07240677,23.99812978,24.66806792,24.27343416,24.77411582,24.00787281,24.46811863,25.07715785,25.30810597,24.01426922,24.61626105,24.59921593,24.11660901,23.86215813,23.07100563
Glyma.16G113000.1_S109_1,Control,23.1907837,23.28184518,23.77295597,23.67129926,23.08234259,24.02409578,23.97589651,23.67035289,24.96346896,23.81396092,24.23932868,19.75147835,23.47910684,23.70013188,24.04911883,0,23.66069177,23.78242784,23.27458307,24.39533144,23.71651144,25.46402981,25.27902775,25.52222666,24.60664612,24.78429278,24.29907161,23.76566156,23.34496459,22.40452143,23.79935801,23.29734116,24.07686528,24.31748062,25.22362315,23.76091852,23.54786288,23.0221705,23.60313306,23.74348957,24.19425573,24.28704817,23.81184881,23.57660371
Glyma.16G165800.1_T41_1,Control,25.47265355,24.70102019,24.58921485,25.35413354,25.75452996,24.62680247,24.52888654,25.36590372,25.00612553,24.51553421,23.94169334,25.90411974,24.88948818,24.99778176,25.40523176,26.34443567,24.68653731,24.42292059,25.76560199,25.22407839,25.2217941,24.78180072,24.54416421,0,24.72819567,0,24.89947127,25.65736456,24.82951835,24.22141915,25.10377975,25.18134386,24.91508813,24.19188389,24.42874193,25.67963183,24.41561857,23.72068069,24.26463168,25.00449026,25.34285781,25.16905043,25.04627413,25.33244972
Glyma.16G173500.1_S15_1,Control,26.17069628,27.54513127,27.95390502,27.04152217,26.82600411,27.23159848,27.53415576,27.1948084,26.73393599,27.03736194,27.75393118,28.07176824,27.14075671,27.91995547,27.42694604,27.22726648,26.48267867,26.93329121,26.09950761,26.82169062,27.23223366,27.54654094,27.79354024,26.98342954,26.45687114,27.19004874,27.99888748,26.48979156,27.26765349,26.84755146,27.9077167,27.03598655,27.71360636,27.29000785,27.79995861,26.78808981,27.89462408,27.5976014,27.89973932,26.86880152,25.91172372,27.62135288,27.96011814,27.4603411
Glyma.16G173500.1_S26_1,Control,27.95793744,27.2184768,27.0200989,27.92354201,27.57002179,27.70929205,26.76862101,27.21450064,27.4528406,27.36618158,26.6734236,27.81181294,27.22078221,27.77567995,26.20431906,27.53186414,27.830454,26.8722696,25.03609972,27.60889002,27.73871898,27.64986407,26.61250349,27.76040837,28.03042622,27.32925368,27.159843,27.82891605,28.2473678,27.23124867,26.97039451,28.02117917,27.65350157,27.28578326,26.42000816,27.68349388,21.94939583,27.70413307,26.73350328,27.95547122,27.7029312,27.66120437,27.09983528,27.13569778
Glyma.16G173500.1_S52_1,Control,27.41492662,27.34556353,26.94969043,27.14366015,27.25239017,27.21899844,26.43808847,27.19949486,26.3731032,26.9370713,26.64581556,27.74006509,26.80555761,27.24817739,26.8799555,27.031509,26.94143095,26.96715129,27.08963158,27.3434293,27.42212017,27.13074476,26.41073479,27.18911582,27.07197207,26.64654197,26.59130565,27.47922652,27.1250055,27.09096669,26.42574092,27.27253728,26.87386187,26.67810068,26.35546217,27.33371184,27.08266236,27.3472286,26.21515525,27.46325842,27.20585771,27.10096284,26.85866363,27.34293235
Glyma.16G209400.1_S696_1,Control,26.97594935,27.70533837,27.96399,0,27.16832284,27.86679314,27.9476999,0,27.7750855,27.77850856,28.53145323,0,26.91383184,28.28433304,27.8596237,0,26.29972283,27.81068638,27.76604498,0,26.79669975,28.25019175,27.79318621,0,26.71588883,27.84327878,28.51855932,0,27.00092403,27.6550752,27.94972632,0,26.99854785,27.80335452,27.72920149,0,27.24934677,27.81992192,27.95220442,0,26.81653623,28.4089853,28.3986671,0
Glyma.16G220500.1_S14_1,Control,23.93145782,25.70670439,25.86182932,0,24.44060302,25.33852081,26.42212278,0,23.73359697,25.28712704,25.68870794,0,23.77780971,25.24637879,25.23851097,0,24.56594052,25.20485171,24.71913882,0,24.0006328,25.39429733,25.9652985,0,24.21391251,25.46684964,25.05155155,0,24.31930112,25.36859337,25.94065803,0,25.08349478,25.20542251,25.90163054,0,24.99009328,25.35813702,25.52707372,0,24.42051775,25.03336355,25.50302463,0
Glyma.17G032400.1_S672_1,Control,23.56493231,24.03311393,23.65946901,0,23.8561604,23.98612486,23.59938457,0,23.68858111,24.10807516,23.92691343,0,23.66478719,23.98337389,23.4237986,0,23.6629952,24.69321367,23.83446585,0,23.18399968,24.03553906,23.24690045,0,23.35737297,24.00319576,23.69771611,0,23.22668779,23.78858742,23.76201497,0,23.51876295,23.4397312,22.92825922,0,23.73867751,24.22583196,23.2168634,0,23.76640816,23.85742802,23.46825378,0
Glyma.17G044000.1_S1482_1,Control,26.38806173,26.11722044,26.80588221,26.05387679,25.931011,26.31602187,27.17475015,26.28326,0,26.56174202,26.6517762,27.0297722,26.12818408,26.58429739,26.24116665,26.21402528,25.74053076,25.8642474,25.56012323,25.972124,25.87819883,26.15345743,26.77816653,26.34201346,26.41604161,25.93330419,26.57417261,26.14897223,26.53310313,26.14849341,26.79751875,26.22047156,27.23202451,26.20628892,26.98570819,26.17503962,26.42552724,26.28128284,27.13576375,26.16418152,26.02474544,26.66249617,26.56122066,26.1939102
Glyma.17G044000.1_S1482_2,Control,25.17365343,26.08110815,26.37614401,25.59481848,25.61738699,26.36748401,26.90546532,26.68798115,25.98656081,25.92455696,26.2655663,25.45198777,25.38207966,26.56821837,26.72422257,25.49576711,0,26.13835113,25.82825731,25.93768735,26.24224893,26.95649133,27.45260244,26.80610567,26.03642673,27.15152583,27.14782528,26.12058495,0,26.18329146,27.49165263,26.52821454,27.06701258,26.60474677,27.53035037,26.61273604,27.41738983,26.53631027,27.43117876,26.58257624,25.47203702,26.04597916,26.52111478,25.44011967
Glyma.17G092400.1_S15_1,Control,25.82485257,25.60369067,25.84085064,25.74723051,26.32955378,25.43573486,24.65315185,26.3345267,25.76659212,25.20730896,24.7447066,26.08456665,26.14338448,25.31356272,25.25065242,26.37308905,25.76542096,25.54993858,26.35838038,26.19752354,25.21712994,25.13724539,25.50720497,26.51163685,25.91618342,26.11751764,24.43703861,25.34752943,25.26402306,25.02941422,25.18883283,25.1211812,26.22969688,25.90571599,24.98339364,25.59806691,25.64517953,0,24.64306875,25.35183853,25.8611699,25.13346288,24.83577019,25.57142982
Glyma.17G096100.1_S5_1,Control,25.29068262,24.70248674,25.0221647,0,24.63909721,24.73586661,23.70700611,0,25.5435056,24.17453522,25.44350239,0,23.96360739,26.39433422,25.96786934,0,24.63087338,22.79268158,22.41804597,0,25.73930252,26.65074207,25.86529766,0,24.39877946,25.11971416,27.07524699,0,25.25689702,25.14616173,24.83675416,0,24.59493861,26.18234206,25.41976042,0,24.05919819,23.83180938,25.22761702,0,24.90569436,26.14796116,26.08411523,0
Glyma.17G096100.1_T889_1,Control,26.8483611,26.02667349,25.94647102,26.91235096,26.42163405,25.89011211,25.96169799,27.09705817,26.32484006,26.02202493,26.70667678,27.29840321,26.34832909,26.96574182,26.14591962,0,26.37720989,26.3263703,26.08632448,19.39451913,26.35268868,26.48271329,25.75714869,27.07396562,26.33355827,25.83077937,26.92450426,27.4725529,26.87555763,26.30090759,25.99530212,26.92376362,27.28345921,26.2508566,26.46418457,27.17190496,26.89885658,25.81578373,26.16270873,27.19241809,26.77414299,27.06765996,26.64945187,21.22491942
Glyma.17G096100.1_T954_1,Control,26.28079721,27.56478551,28.07046093,26.97478991,27.07357035,27.40665308,28.28406993,27.67738995,27.52368249,27.47307049,28.55773386,26.87910107,26.70698924,28.00925055,27.87164291,26.46808122,26.11940499,26.96833639,26.88738175,26.92665381,27.72886937,27.8714961,28.30168493,27.74720013,26.7667242,27.14120135,28.43553748,27.5746793,0,27.14341374,28.10185592,27.72594733,27.95930916,27.62521535,28.48924637,27.99218293,27.72111258,27.63077208,28.12039425,27.66768429,26.55908773,27.16144587,28.22769477,27.0134658
Glyma.17G098200.1_S410_1,Control,23.69353817,24.02480823,24.02480004,0,23.71582033,23.82602922,24.47747556,0,23.50454135,23.82483764,24.57194887,0,23.83727948,23.7812195,24.16917584,0,23.73220242,24.12272181,23.36457154,0,23.50927006,23.97374784,24.32555942,0,24.11031721,24.0888145,25.14859093,0,23.9990875,23.75405706,24.17146139,0,24.38011504,24.16470704,24.36316608,0,24.10216278,24.01856593,24.56245457,0,24.07621096,23.94630695,24.55612792,0
Glyma.17G103100.1_S2_1,Control,27.39938997,25.23383797,22.896013,0,25.67697212,25.86490319,22.45853374,0,27.61594322,26.03822024,23.14324885,0,27.61620192,25.42309654,24.36053195,0,27.96561467,25.59931346,25.6818118,0,28.17211066,26.38615788,23.99392385,0,26.95102309,25.78738848,23.94841763,0,27.68920285,25.64880095,23.71688383,0,27.03293841,26.84603204,23.66871655,0,26.45193703,26.17656,25.00424377,0,27.06446674,26.07851289,22.73713763,0
Glyma.17G111200.1_S595_1,Control,24.07136498,24.37050417,23.64484531,24.16956702,23.95414303,23.97799263,23.57990614,24.03035877,23.95121483,24.3071389,23.49190624,23.91316951,23.48178218,0,23.82309782,23.81077736,23.79769529,23.75582132,24.15075997,24.20174904,23.47672417,24.07897805,23.87005899,24.11072952,23.48445326,23.73765507,23.31216919,24.14847609,23.86272755,23.98322734,23.83516123,24.12315014,23.3360567,24.13272208,23.6021705,24.0254397,24.12060142,24.13065631,23.62191577,24.15448299,23.74299359,23.87333468,23.69511309,24.22011468
Glyma.17G129700.1_S214_1,Control,0,24.4204654,24.65286718,23.38882372,24.13366279,23.79595528,24.93599831,23.96054095,22.34005756,24.54210365,24.64787145,24.23781988,24.02677771,24.36506832,24.14564232,24.17963949,24.36712787,24.68492778,23.49969612,23.65045765,25.25392873,24.75680436,25.16321338,24.76482729,24.29304401,24.78458946,24.97157399,24.40253679,24.95762812,24.2601895,0,24.56034755,25.8613724,24.81382655,25.4144802,24.92776034,25.61582969,24.26117204,25.36096031,24.40966194,24.82826207,24.4676639,24.31252979,23.55599484
Glyma.17G140600.1_S32_1,Control,21.39496226,22.42867791,29.01528156,27.48153274,22.04556209,22.02433791,29.43651884,28.41443577,21.68958533,22.69179623,28.99106989,0,22.32074138,21.57375945,29.21001044,28.50052806,22.29354161,22.21920429,27.76563153,28.51355103,21.56832697,21.56978872,29.63005,29.19159929,21.98084779,21.81954353,29.47297562,28.74149352,0,22.86470402,29.214839,29.16961596,21.56301497,21.98391699,29.61565793,28.96509851,22.16608121,23.0846651,29.50313054,29.14845476,22.05858263,21.23171577,28.50909634,27.52151649
Glyma.17G140600.1_S6_1,Control,29.84796778,31.36755604,31.5840691,30.44271881,30.29684,30.59450659,31.42642569,30.51224561,30.40102823,30.4491556,30.46957367,30.93060037,29.77990256,31.03605861,30.671801,30.36079083,29.2783532,29.05173606,29.34076445,29.96763437,30.1350146,29.95855752,30.74828912,29.90260529,29.6659815,29.71850652,30.68334992,29.97903108,29.06389626,30.13764312,30.24507358,30.33020144,29.83977561,30.1208427,30.55570794,30.04623143,29.50007778,29.52004078,30.41535214,29.54017982,29.85369917,31.08211246,31.22076515,30.7165315
Glyma.17G165200.1_S40_1,Control,26.47401356,27.62986806,27.24320212,0,26.23352375,27.41013165,28.48116702,0,26.47879809,27.46665992,28.44897699,0,26.73599881,27.50581173,27.19836008,0,25.75898622,27.38877528,26.57994441,0,26.68328108,26.98781148,26.80791096,0,26.26783469,26.76896377,28.00100876,0,27.01279839,27.44601368,27.92852432,0,27.0196038,27.0340745,28.22381666,0,27.56499846,27.70636494,27.42568174,0,26.34431825,27.32846232,28.48875714,0
Glyma.17G175000.1_S1566_1,Control,24.38191241,25.71173402,25.54280339,0,25.1894433,25.44103464,25.62074703,0,26.26221587,25.43798993,25.68322163,0,25.24405408,26.14400905,25.55159979,0,25.03832202,25.47035203,23.95954611,0,25.26256543,25.49493617,25.83559747,0,25.29359293,25.52642514,26.18147521,0,24.95602897,25.81000788,25.52212107,0,25.4832044,25.98005893,25.53782036,0,25.55322036,25.87539876,26.00588731,0,24.67545638,25.69683154,25.95994697,0
Glyma.17G199200.1_T883_1,Control,24.67312116,25.87501098,24.22307204,0,24.95462024,25.67147383,23.30071865,0,25.34697304,25.76576156,23.24126263,0,25.02833489,26.55589162,23.1505641,0,24.76670447,25.100116,23.71473961,0,25.3763687,26.10578678,22.88465889,0,24.7745748,25.45023921,23.58211207,0,25.10211316,25.8382695,24.69245851,0,25.05779711,25.53228496,23.76823706,0,25.60275066,25.84507968,23.86895376,0,24.15122786,25.89127331,23.83262449,0
Glyma.17G199200.1_T950_1,Control,28.63414993,28.57853827,29.08757304,28.42392619,27.67236049,28.86184186,28.7752814,28.1657221,28.25664552,28.55236763,28.93688747,28.13790744,27.93108641,29.48113905,28.93479083,28.24120714,28.04755703,28.1853187,28.22701927,28.41592023,28.48082221,29.30892186,28.70179892,28.99140344,28.02733555,28.8028617,29.1943803,28.4914634,28.91982785,28.59336216,28.96101063,28.771182,28.60134191,28.63082099,29.35713916,28.77597808,29.41837816,29.17557503,29.20009565,28.62759121,27.88471648,28.78190676,28.8689443,28.19239117
Glyma.17G230300.1_S111_1,Control,26.00598533,27.0742679,27.07769804,0,26.09286553,26.69984882,27.43311148,0,27.07145075,26.89242274,27.05130904,0,26.27433031,27.12601785,26.607481,0,26.21100657,26.57589781,25.79611347,0,25.93212438,26.74584438,27.02619196,0,26.21080214,26.85623549,26.9303175,0,26.29655702,27.06593451,26.80262202,0,26.52018942,26.98914901,26.68263715,0,26.26603524,27.15449798,26.8921141,0,26.03323783,26.62039049,27.32667156,0
Glyma.17G249900.1_S36_1,Control,24.10353979,25.93638871,26.0992575,0,25.21995476,25.47595479,25.83373026,0,26.24725266,25.84529226,25.82264822,0,25.28170248,25.72100492,25.67047377,0,25.53142526,25.75037049,24.85342201,0,25.69781925,25.69889696,26.46714505,0,26.02200701,26.186997,26.46878298,0,25.07216246,26.00067181,26.20826832,0,26.0217195,26.32748255,26.69770709,0,26.26972545,26.67824174,26.57686841,0,24.77715637,25.24382681,25.93363425,0
Glyma.17G249900.1_S504_1,Control,26.27406194,27.23577165,28.01789595,0,26.62565143,26.91115195,26.98353724,0,27.4271334,26.76915376,27.40168184,0,26.70182457,26.95070094,26.6774601,0,25.76223515,26.43719932,26.29225814,0,26.54235493,27.24712153,26.88156102,0,26.32844935,27.50322787,27.0915063,0,26.18619106,27.26747688,27.47072576,0,26.57889372,27.19415387,26.91370821,0,26.82449627,27.39724206,27.2035752,0,26.30731584,26.62569855,27.24110282,0
Glyma.17G256900.1_S982_1,Control,22.79098824,24.6088655,24.7215248,23.4116504,23.56515337,24.85571582,25.6575955,23.47012114,26.01165682,25.11810157,25.32319598,23.163769,23.86449201,25.23574794,24.64639429,0,23.83683878,25.17481526,24.50026424,23.94429388,24.41129759,23.61902449,25.35862836,24.11727103,25.41523113,24.70476376,26.25584077,25.26063496,23.71549596,24.58122439,24.29632146,24.32534665,24.36016451,24.85175915,25.91578589,24.34824946,23.59604441,0,25.25612687,24.33325358,23.89737205,25.76435595,25.59547071,21.9837748
Glyma.18G019700.1_S343_1,Control,24.29178993,25.60367001,25.81857223,0,24.60707129,25.90019927,26.13214667,0,26.11605017,26.27227621,26.19641456,0,24.83938658,25.93020347,25.5342397,0,24.99850097,26.03982017,25.13506065,0,25.57723228,24.44340921,25.78205389,0,26.06879745,25.54681845,26.95916969,0,25.33925094,25.71699898,24.87470844,0,25.44656399,25.60285896,25.96282678,0,24.64043315,24.82616908,26.37698072,0,24.89894151,26.57503333,26.36820223,0
Glyma.18G034300.1_S79_1,Control,27.9650668,27.28914549,0,27.21191519,26.68266862,25.90292957,0,26.68977196,26.08483623,25.65855442,0,26.43959435,25.80570729,25.86209803,0,26.49816733,25.77316049,25.58351099,0,26.17245416,25.56509495,25.87558419,0,26.1087207,25.80720536,25.35871092,0,25.61781319,25.87202871,25.90132374,0,25.54945128,26.01733078,25.44915922,0,25.54281906,25.16249033,25.34431192,0,25.30042232,26.54487623,26.82032913,0,26.67205857
Glyma.18G043600.1_S13_2,Control,23.53185135,24.47441281,24.11237062,0,23.02733953,23.95483028,24.56912424,0,23.84501719,24.02700907,24.25316073,0,23.54693525,24.57213138,24.27730746,0,23.39714338,24.40679951,23.67840201,0,23.81105252,24.4806002,24.6171512,0,23.54033258,23.90218228,25.24590124,0,23.70000697,24.39253655,24.35161586,0,23.00417732,24.46512619,24.60556459,0,23.41317795,23.87490047,24.26979107,0,23.27844454,24.05851247,24.21455371,0
Glyma.18G043600.1_S8_1,Control,29.01956727,29.59759005,29.2744898,0,28.81558563,29.06709328,29.47056566,0,29.24624754,29.17031037,29.17570689,0,28.83187332,29.35687266,29.45575132,0,28.53326258,29.06841042,28.77490556,0,29.07329048,29.21119622,29.69307759,0,28.53532268,28.75500597,29.97117075,0,28.83862682,29.30089218,29.3591822,0,28.46239729,29.31687907,29.80218501,0,28.69034988,28.88414604,29.32878132,0,28.64642459,29.03243359,29.05764348,0
Glyma.18G043600.1_S8_2,Control,23.53185135,24.47441281,24.11237062,0,23.02733953,23.95483028,24.56912424,0,23.84501719,24.02700907,24.25316073,0,23.54693525,24.57213138,24.27730746,0,23.39714338,24.40679951,23.67840201,0,23.81105252,24.4806002,24.6171512,0,23.54033258,23.90218228,25.24590124,0,23.70000697,24.39253655,24.35161586,0,23.00417732,24.46512619,24.60556459,0,23.41317795,23.87490047,24.26979107,0,23.27844454,24.05851247,24.21455371,0
Glyma.18G050300.1_S12_1,Control,0,23.33625855,23.45694517,22.77056438,22.56363942,23.65816133,23.65116084,22.53545587,0,23.21414928,23.25304456,22.5357842,22.44320135,22.68848692,22.51884424,21.85314204,0,22.89067247,21.90225246,22.46149056,22.46354878,23.17153481,22.92465795,22.80526381,22.63826168,23.57596402,23.17115414,22.32416051,21.09329005,23.08302936,23.08200098,19.5984973,22.28080209,22.81582763,22.84383315,0,23.02193352,23.61032952,22.54912247,0,0,22.94431597,23.24107316,22.75241496
Glyma.18G082000.1_S867_1,Control,23.95302911,23.22153523,23.32371148,0,24.08296304,23.31182449,22.64243091,0,23.27215569,23.17923565,22.77287795,0,23.93163059,23.39316212,23.5551536,0,23.57799369,22.80344258,24.12376766,0,23.68814344,23.1695758,23.13486479,0,23.43121227,23.1040037,22.95962984,0,23.84143373,22.99784493,23.20638272,0,22.85944661,23.34829396,22.98951303,0,23.71501229,23.13793488,23.09424223,0,23.77183921,23.16090385,23.2500612,0
Glyma.18G106800.1_T187_2,Control,19.53088001,23.89984938,23.51438559,20.96203357,21.41900825,23.23898183,23.84110319,21.97961334,0,23.3545987,23.46146137,21.54873607,20.99198222,23.64121306,23.70795452,21.93752961,21.42489386,23.46803846,22.75832946,22.04863426,22.9347206,23.95379875,24.52033766,22.66347144,22.38971277,23.52857196,23.99116027,23.02101917,0,23.38910718,23.59534799,23.43974879,22.91414418,23.78024767,24.56914838,23.35114431,22.79824145,23.33961154,24.25034745,23.21737684,21.16312148,23.27861377,23.46936819,21.11560224
Glyma.18G137100.1_S9_1,Control,25.88827121,25.15318484,24.77758305,25.03966271,25.71275008,25.04879008,24.78949349,25.30769643,25.62604765,25.33002912,24.50840052,25.35732297,26.23025501,25.03152447,24.94899472,25.63298004,25.89436737,25.51503555,25.36603727,25.0396748,25.65157998,25.32291592,24.75929621,24.78569486,25.85931724,25.0389233,24.57045484,25.41582534,26.12399705,25.32196206,24.82335875,25.65161192,25.14471117,25.55795535,24.5730423,25.44576818,25.9260251,25.68457399,24.6328439,25.59223123,25.4881952,24.72732403,24.72201038,25.07054149
Glyma.18G146600.1_S737_1,Control,25.77509734,26.78972947,26.86941384,26.23061371,25.79373082,26.32166199,27.04398751,26.08872722,24.95521668,26.44022949,0,26.17900888,25.78525744,26.80537201,26.34505052,0,25.1634986,25.82897937,25.21671575,0,26.09030129,26.53590151,27.05695218,0,25.07120051,26.50937392,26.3699624,0,25.67039131,26.59273276,27.11729807,26.78463964,26.44581932,26.54325406,27.16234601,26.59452889,26.6449651,26.467105,26.91184357,26.56037965,25.09849984,26.15316739,27.01773383,26.31239207
Glyma.18G146700.1_S46_1,Control,26.06466885,26.34203941,26.3592204,26.15261119,26.07761151,26.12091913,26.11540808,26.59993333,26.06907566,26.46499144,26.63426594,26.32340061,25.87999471,26.42802145,26.16037282,26.111871,25.59110666,26.0907678,26.07244683,26.26082132,25.98646217,26.43218252,25.80931217,26.36602042,26.02301223,26.25066102,26.00362713,26.04873512,26.03142557,26.33815463,25.86395889,26.12473756,25.98015029,26.25477936,26.15140058,26.14519017,26.43026331,26.0724517,25.98613805,26.29382435,25.6723798,26.54191927,26.3973703,26.19540103
Glyma.18G207900.1_S11_1,Control,0,25.31282484,25.08818029,24.12411898,24.76988174,25.53888514,25.60948484,23.99654753,25.86285266,26.07420149,24.51810098,21.27773479,24.15808254,24.96638677,23.76507087,0,24.02906936,25.22433574,23.72804272,24.30336683,25.67193321,24.01514907,24.20537418,0,25.98631508,25.11633956,24.05867892,25.25194313,23.94109835,24.74429662,21.54481098,24.36822263,24.93733139,24.86452724,24.95991768,24.61360021,24.69315254,22.2758858,25.2847215,24.66981087,24.62555589,25.61864738,25.53489801,24.75790259
Glyma.18G207900.1_S47_1,Control,22.42101177,24.83601872,25.17033607,22.65001823,23.71101183,24.93356316,25.67066388,23.46845296,24.02720279,25.46263265,24.86455954,21.98713142,24.11090916,23.9092056,24.18269347,0,23.06016908,25.35338994,24.23659352,0,24.46620888,23.48459158,24.63906501,0,24.93584491,24.69714928,23.85518742,22.52932699,22.64743929,23.96360779,24.07302426,21.73862746,24.46110525,23.70227436,24.86219536,19.97269438,24.3032804,24.11386252,25.02054775,22.35255846,23.52207278,24.36695124,24.58188216,0
Glyma.18G210100.1_S331_1,Control,24.4872109,24.48633617,24.03294293,24.13224907,24.36605593,24.39371453,24.89363627,23.94122641,24.49796423,24.47573399,25.10224147,24.57532032,24.81193021,24.99423718,24.23390972,24.22671462,24.59261786,24.92977812,24.41002612,24.4790966,24.244144,24.72729926,24.45380351,24.27191905,24.16396687,24.41609298,25.50231461,24.68915302,24.38969933,24.85418827,23.88835778,24.31234781,24.50749773,24.70713984,24.11513901,24.46807419,23.97435806,24.52478065,24.2158446,24.5811948,24.25064326,24.82895595,24.97869109,24.63606213
Glyma.18G217500.1_S10_1,Control,24.53401607,24.23113982,24.08349835,24.45052212,24.45599453,24.06714924,24.46714851,24.448612,24.7808393,24.26737436,24.6761339,25.0103036,24.8852451,24.20030383,24.02406138,24.54489927,24.51012609,24.70486899,24.12509434,24.58130438,24.26443401,24.44740956,24.2082662,24.48355191,24.60699317,24.34223349,24.87225558,24.37562208,24.34037505,24.38613466,23.85887243,24.36766245,24.81138994,24.4922835,24.49155198,24.56696672,24.03121727,24.21741329,23.87975021,24.74274443,24.36176812,24.55272169,24.51295806,24.49808173
Glyma.18G255000.1_S354_1,Control,25.32637518,25.54911578,25.76642108,25.97061336,25.62766095,25.43447736,26.16518076,25.43474902,25.51682858,25.25881248,25.94726881,25.7029536,25.28628656,26.03624207,26.19015222,25.46781141,24.55784016,24.98779375,25.12695333,26.09488192,25.08660943,25.722709,26.47548307,21.33099877,25.4627228,25.37815123,26.53146023,25.79464615,25.48313447,25.472837,25.75579254,25.78763402,25.33479488,25.73246639,26.38166973,26.18480869,25.37088738,25.40057956,26.16597688,26.20635314,24.89496077,25.449179,25.80295587,25.70680542
Glyma.18G265100.1_S393_1,Control,30.82073585,30.69943136,30.85631302,0,30.54865731,30.97459,30.44544633,0,31.69343989,30.30717725,30.69830174,0,30.4543948,29.97772038,30.66086051,0,30.67420852,30.25151817,29.6642381,0,30.60313207,30.67267294,30.7602927,0,30.53239287,31.07316518,30.39973532,0,30.63957496,30.50120053,30.86044552,0,30.52346443,30.75184626,30.50432671,0,30.63011213,30.55073836,30.71510422,0,30.69431724,30.54975186,30.74364241,0
Glyma.18G280500.1_S850_1,Control,22.98370393,25.17049475,25.14833258,24.76226811,24.37289358,24.92036581,25.44787052,25.16762243,0,25.14573689,24.80185251,25.26638615,23.03915441,25.6863006,24.03301768,24.76651006,22.91250042,24.9812339,23.35963326,24.65561725,0,25.05919702,25.08753225,25.04628941,20.83559144,25.34118057,24.29731514,24.35845688,24.09880779,25.30735446,25.50017472,25.41358745,25.3639536,25.39184072,25.5346623,25.18764558,25.51993126,25.08629215,25.47015082,24.94231136,24.69699604,24.39324697,25.02414233,25.16522257
Glyma.18G280500.1_S879_1,Control,26.11229998,27.00738081,27.19746984,0,26.415535,26.99869272,27.21998954,0,26.61996997,26.99473544,27.61721765,0,26.29253039,26.61946291,26.59433332,0,26.78422416,26.55087378,25.89079809,0,26.39403992,27.04644355,27.05021254,0,26.8344063,27.18406374,27.74882751,0,26.78377288,27.12917809,26.70379573,0,26.62547114,27.10180033,26.31648255,0,26.59904726,27.35068368,26.63217114,0,26.79314159,26.89991041,27.24517499,0
Glyma.18G280500.1_S879_2,Control,25.92932483,26.351295,26.41397415,0,26.17032452,26.2035535,26.69576467,0,26.36341595,26.30160662,26.99398376,0,26.23430111,26.48976337,25.98231367,0,26.58965694,26.11742886,24.88077563,0,26.20176378,26.27947167,26.68393662,0,26.35663205,26.36308802,27.25308186,0,26.45236703,26.30053762,25.96473737,0,26.27690383,26.77876412,25.88766066,0,26.19428582,26.86963026,26.1004544,0,26.2415637,26.39198003,26.67985578,0
Glyma.18G280500.1_S893_1,Control,25.75904257,26.21678987,26.44510333,0,25.77628961,26.04623739,26.97403239,0,25.27526469,26.32451914,26.56248777,0,26.07532059,25.50671109,25.70452819,0,25.8371363,26.14303381,25.6519549,0,25.24027642,26.11223561,26.20469286,0,25.76873492,26.1503752,26.47985036,0,25.52759588,26.37703981,26.2607378,0,26.51724781,25.87213772,26.32540717,0,25.85670313,25.99528773,26.06882196,0,26.36114436,25.6545668,26.56489813,0
Glyma.18G280500.1_S893_2,Control,25.92932483,26.351295,26.41397415,0,26.17032452,26.2035535,26.69576467,0,26.36341595,26.30160662,26.99398376,0,26.23430111,26.48976337,25.98231367,0,26.58965694,26.11742886,24.88077563,0,26.20176378,26.27947167,26.68393662,0,26.35663205,26.36308802,27.25308186,0,26.45236703,26.30053762,25.96473737,0,26.27690383,26.77876412,25.88766066,0,26.19428582,26.86963026,26.1004544,0,26.2415637,26.39198003,26.67985578,0
Glyma.18G296500.1_S69_1,Control,26.30054584,25.13117243,26.03773484,0,25.99357838,25.81649024,24.65477406,0,23.66461448,23.88760987,25.937362,0,24.35335525,24.42479219,26.07355416,0,26.69901377,25.00179301,24.19599927,0,26.0590544,26.09640039,25.20469286,0,26.55043173,23.97105752,24.59904979,0,26.12346289,25.72683507,25.08902707,0,26.41167007,25.79446098,25.06665143,0,25.7080088,25.41583336,24.97354489,0,26.62354172,26.09826615,26.19739946,0
Glyma.19G007300.1_S335_1,Control,21.94587446,25.34458753,25.34730803,0,25.29407026,24.69784432,25.94605541,0,25.6196172,25.04929256,25.39341799,0,23.92595003,25.40814104,24.65481919,0,22.93788831,24.61835274,24.37514124,0,25.11411167,25.23448555,25.93576012,0,24.0522801,25.28615688,25.70640869,0,24.77546295,25.0678633,25.79018955,0,25.01144282,25.35433304,25.82590746,0,26.04480428,25.22014749,26.15758601,0,22.61711661,24.58299685,25.78127633,0
